Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2002-11-25 00:00,5.42,41.41,0.00,0.00,97.23,0.0000,0.0000
2002-11-26 00:00,4.81,41.27,0.00,0.00,97.23,0.0000,0.0000
2002-11-27 00:00,4.32,40.86,0.00,0.00,97.23,0.0000,0.0001
2002-11-28 00:00,3.90,40.24,0.00,0.00,97.22,0.0000,0.0000
2002-11-29 00:00,3.52,39.72,0.00,0.00,97.22,0.0000,0.0000
2002-11-30 00:00,3.20,39.57,0.00,0.00,97.22,0.0000,0.0000
2002-12-01 00:00,3.06,39.26,0.00,0.00,97.22,0.0000,0.0004
2002-12-02 00:00,3.64,38.27,0.01,0.00,97.22,0.0000,0.0020
2002-12-03 00:00,3.57,37.53,0.00,0.00,97.22,0.0000,0.0004
2002-12-04 00:00,3.29,37.65,0.00,0.00,97.22,0.0000,0.0001
2002-12-05 00:00,3.62,36.47,0.01,0.00,97.22,0.0000,0.0017
2002-12-06 00:00,3.35,35.83,0.00,0.00,97.22,0.0000,0.0000
2002-12-07 00:00,3.01,35.25,0.00,0.00,97.22,0.0000,0.0000
2002-12-08 00:00,2.71,35.12,0.00,0.00,97.22,0.0000,0.0000
2002-12-09 00:00,2.48,34.52,0.00,0.00,97.22,0.0000,0.0001
2002-12-10 00:00,2.27,34.77,0.00,0.00,97.21,0.0000,0.0000
2002-12-11 00:00,2.07,33.71,0.00,0.00,97.21,0.0000,0.0000
2002-12-12 00:00,4.01,33.10,0.02,0.00,97.21,0.0000,0.0047
2002-12-13 00:00,3.85,32.98,0.00,0.00,97.21,0.0000,0.0001
2002-12-14 00:00,3.53,33.24,0.00,0.00,97.21,0.0000,0.0004
2002-12-15 00:00,3.55,33.47,0.00,0.00,97.21,0.0000,0.0007
2002-12-16 00:00,4.01,32.97,0.00,0.00,97.21,0.0000,0.0013
2002-12-17 00:00,3.74,33.33,0.00,0.00,97.21,0.0000,0.0002
2002-12-18 00:00,3.28,32.40,0.00,0.00,97.21,0.0000,0.0000
2002-12-19 00:00,3.34,32.50,0.00,0.00,97.21,0.0000,0.0010
2002-12-20 00:00,3.14,31.89,0.00,0.00,97.21,0.0000,0.0002
2002-12-21 00:00,2.80,31.00,0.00,0.00,97.21,0.0000,0.0000
2002-12-22 00:00,4.35,30.97,0.01,0.00,97.21,0.0000,0.0033
2002-12-23 00:00,3.94,30.11,0.00,0.00,97.21,0.0000,0.0000
2002-12-24 00:00,4.54,29.60,0.01,0.00,97.21,0.0000,0.0016
2002-12-25 00:00,4.13,30.10,0.00,0.00,97.20,0.0000,0.0006
2002-12-26 00:00,7.34,29.56,0.03,0.00,97.21,0.0000,0.0069
2002-12-27 00:00,6.75,29.93,0.00,0.00,97.20,0.0000,0.0009
2002-12-28 00:00,6.15,29.84,0.00,0.00,97.20,0.0000,0.0008
2002-12-29 00:00,6.93,29.37,0.01,0.00,97.20,0.0000,0.0034
2002-12-30 00:00,9.08,28.61,0.02,0.00,97.20,0.0000,0.0042
2002-12-31 00:00,7.96,28.11,0.00,0.00,97.20,0.0000,0.0004
